"County","FIPS","Region","Definition","Strata","Race","Year","Mean","LL95","UL95","Numerator","Denominator"
"Plumas",6063,"North Sierra","Percent impervious surface cover","population-weighted","Multiple","2011",19.2881615,NA,NA,NA,583
"Plumas",6063,"North Sierra","Percent impervious surface cover","population-weighted","White","2011",14.7145233,NA,NA,NA,17015
"Plumas",6063,"North Sierra","Percent impervious surface cover","population-weighted","NHOPI","2011",13.3420348,NA,NA,NA,18
"Plumas",6063,"North Sierra","Percent impervious surface cover","population-weighted","Latino","2011",21.1243839,NA,NA,NA,1605
"Plumas",6063,"North Sierra","Percent impervious surface cover","population-weighted","AfricanAm","2011",22.5738845,NA,NA,NA,181
"Plumas",6063,"North Sierra","Percent impervious surface cover","population-weighted","Asian","2011",17.0467016,NA,NA,NA,127
"Plumas",6063,"North Sierra","Percent impervious surface cover","population-weighted","AIAN","2011",13.1588371,NA,NA,NA,460
"Riverside",6065,"Desert","Percent impervious surface cover","area-weighted","Total","2016",3.45435267588745,NA,NA,NA,NA
"Riverside",6065,"Desert","Percent impervious surface cover","area-weighted","Total","2011",3.4928139,NA,NA,NA,NA
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","AIAN","2016",34.6899751319354,NA,NA,NA,10931
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","Asian","2016",44.4015712055964,NA,NA,NA,125921
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","AfricanAm","2016",43.013231088467,NA,NA,NA,130823
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","Latino","2016",41.761597522393,NA,NA,NA,995257
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","NHOPI","2016",42.8740176541246,NA,NA,NA,5849
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","White","2016",40.2966172051332,NA,NA,NA,869068
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","Multiple","2016",41.9652422429007,NA,NA,NA,48110
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","Other","2016",40.6565597855629,NA,NA,NA,3682
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","Total","2016",41.3770118969247,NA,NA,NA,2189641
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","Total","2011",41.171954,NA,NA,NA,2189641
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","Other","2011",40.4437217,NA,NA,NA,3682
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","Multiple","2011",41.7173389,NA,NA,NA,48110
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","White","2011",40.1231466,NA,NA,NA,869068
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","NHOPI","2011",42.5917673,NA,NA,NA,5849
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","Latino","2011",41.5551694,NA,NA,NA,995257
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","AfricanAm","2011",42.7535086,NA,NA,NA,130823
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","Asian","2011",44.0672123,NA,NA,NA,125921
"Riverside",6065,"Desert","Percent impervious surface cover","population-weighted","AIAN","2011",34.4688299,NA,NA,NA,10931
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","area-weighted","Total","2016",13.9105291959451,NA,NA,NA,NA
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","area-weighted","Total","2011",13.8654935,NA,NA,NA,NA
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","AIAN","2016",48.5774389594101,NA,NA,NA,7921
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","Asian","2016",51.2086417756611,NA,NA,NA,199368
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","AfricanAm","2016",51.6641597509005,NA,NA,NA,140123
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","Latino","2016",49.8605431989131,NA,NA,NA,309501
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","NHOPI","2016",51.2395055480498,NA,NA,NA,13164
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","White","2016",46.0855604214766,NA,NA,NA,690568
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","Multiple","2016",50.1269264149422,NA,NA,NA,62416
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","Other","2016",47.2304159734323,NA,NA,NA,3429
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","Total","2016",48.4096208326872,NA,NA,NA,1426490
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","Total","2011",48.3886481,NA,NA,NA,1426490
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","Other","2011",47.0659992,NA,NA,NA,3429
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","Multiple","2011",50.0969392,NA,NA,NA,62416
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","White","2011",46.0571285,NA,NA,NA,690568
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","NHOPI","2011",51.2868021,NA,NA,NA,13164
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","Latino","2011",49.8983004,NA,NA,NA,309501
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","AfricanAm","2011",51.6054497,NA,NA,NA,140123
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","Asian","2011",51.1492854,NA,NA,NA,199368
"Sacramento",6067,"Northern Central Valley","Percent impervious surface cover","population-weighted","AIAN","2011",48.5681209,NA,NA,NA,7921
"San Benito",6069,"Central Coast","Percent impervious surface cover","area-weighted","Total","2016",0.528722437341396,NA,NA,NA,NA
"San Benito",6069,"Central Coast","Percent impervious surface cover","area-weighted","Total","2011",0.6642489,NA,NA,NA,NA
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","AIAN","2016",38.0380882457458,NA,NA,NA,231
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","Asian","2016",44.3552328480626,NA,NA,NA,1298
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","AfricanAm","2016",44.2868671420948,NA,NA,NA,355
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","Latino","2016",46.4431735801132,NA,NA,NA,31186
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","NHOPI","2016",39.8408676767325,NA,NA,NA,65
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","White","2016",35.2897705824055,NA,NA,NA,21154
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","Multiple","2016",40.9954904701021,NA,NA,NA,913
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","Other","2016",45.5573375753127,NA,NA,NA,67
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","Total","2016",41.9774055517985,NA,NA,NA,55269
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","Total","2011",41.8286048,NA,NA,NA,55269
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","Other","2011",45.2393922,NA,NA,NA,67
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","Multiple","2011",41.0207205,NA,NA,NA,913
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","White","2011",35.1339157,NA,NA,NA,21154
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","NHOPI","2011",39.9172596,NA,NA,NA,65
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","Latino","2011",46.3065007,NA,NA,NA,31186
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","AfricanAm","2011",44.3883879,NA,NA,NA,355
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","Asian","2011",43.9546142,NA,NA,NA,1298
"San Benito",6069,"Central Coast","Percent impervious surface cover","population-weighted","AIAN","2011",37.6531342,NA,NA,NA,231
"San Bernardino",6071,"Desert","Percent impervious surface cover","area-weighted","Total","2016",1.23683353916631,NA,NA,NA,NA
"San Bernardino",6071,"Desert","Percent impervious surface cover","area-weighted","Total","2011",1.2385541,NA,NA,NA,NA
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","AIAN","2016",32.6413549702992,NA,NA,NA,8523
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","Asian","2016",41.3975912648065,NA,NA,NA,123978
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","AfricanAm","2016",41.7368651654136,NA,NA,NA,170700
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","Latino","2016",42.1272131053713,NA,NA,NA,1001145
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","NHOPI","2016",37.8093042136986,NA,NA,NA,5845
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","White","2016",32.4558204882807,NA,NA,NA,677598
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","Multiple","2016",36.7410129128518,NA,NA,NA,43366
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","Other","2016",38.8537511800076,NA,NA,NA,4055
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","Total","2016",38.6567186208549,NA,NA,NA,2035210
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","Total","2011",38.5644673,NA,NA,NA,2035210
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","Other","2011",38.6060817,NA,NA,NA,4055
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","Multiple","2011",36.6312195,NA,NA,NA,43366
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","White","2011",32.3658927,NA,NA,NA,677598
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","NHOPI","2011",37.5711146,NA,NA,NA,5845
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","Latino","2011",42.0571438,NA,NA,NA,1001145
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","AfricanAm","2011",41.5677031,NA,NA,NA,170700
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","Asian","2011",41.2392665,NA,NA,NA,123978
"San Bernardino",6071,"Desert","Percent impervious surface cover","population-weighted","AIAN","2011",32.5254114,NA,NA,NA,8523
"San Diego",6073,"South Coast","Percent impervious surface cover","area-weighted","Total","2016",7.14537703512045,NA,NA,NA,NA
"San Diego",6073,"South Coast","Percent impervious surface cover","area-weighted","Total","2011",7.3284176,NA,NA,NA,NA
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","AIAN","2016",39.2836954212277,NA,NA,NA,14098
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","Asian","2016",55.034260581518,NA,NA,NA,328058
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","AfricanAm","2016",59.0470423494706,NA,NA,NA,146600
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","Latino","2016",58.3648807007131,NA,NA,NA,991348
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","NHOPI","2016",56.1050011540226,NA,NA,NA,13504
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","White","2016",48.5311903298021,NA,NA,NA,1500047
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","Multiple","2016",52.8977686264372,NA,NA,NA,94943
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","Other","2016",54.0148953145589,NA,NA,NA,6715
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","Total","2016",53.0048416670371,NA,NA,NA,3095313
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","Total","2011",53.249282,NA,NA,NA,3095313
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","Other","2011",54.2976676,NA,NA,NA,6715
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","Multiple","2011",53.1310914,NA,NA,NA,94943
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","White","2011",48.8350946,NA,NA,NA,1500047
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","NHOPI","2011",56.3396011,NA,NA,NA,13504
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","Latino","2011",58.5485519,NA,NA,NA,991348
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","AfricanAm","2011",59.210584,NA,NA,NA,146600
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","Asian","2011",55.2417578,NA,NA,NA,328058
"San Diego",6073,"South Coast","Percent impervious surface cover","population-weighted","AIAN","2011",39.2519557,NA,NA,NA,14098
"San Francisco",6075,"Bay Area","Percent impervious surface cover","area-weighted","Total","2016",60.5224998146626,NA,NA,NA,NA
"San Francisco",6075,"Bay Area","Percent impervious surface cover","area-weighted","Total","2011",62.1355481,NA,NA,NA,NA
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","AIAN","2016",76.7892936082649,NA,NA,NA,1828
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","Asian","2016",75.8326304237901,NA,NA,NA,265700
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","AfricanAm","2016",71.4531678581285,NA,NA,NA,46781
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","Latino","2016",76.1692718186053,NA,NA,NA,121774
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","NHOPI","2016",66.071964497843,NA,NA,NA,3128
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","White","2016",73.9080753090027,NA,NA,NA,337451
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","Multiple","2016",73.2901952058541,NA,NA,NA,26079
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","Other","2016",74.4036044890061,NA,NA,NA,2494
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","Total","2016",74.7001178965129,NA,NA,NA,805235
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","Total","2011",75.5809052,NA,NA,NA,805235
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","Other","2011",75.1991018,NA,NA,NA,2494
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","Multiple","2011",74.2433925,NA,NA,NA,26079
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","White","2011",74.7852654,NA,NA,NA,337451
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","NHOPI","2011",66.7132828,NA,NA,NA,3128
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","Latino","2011",76.8316407,NA,NA,NA,121774
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","AfricanAm","2011",72.4956546,NA,NA,NA,46781
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","Asian","2011",76.7846892,NA,NA,NA,265700
"San Francisco",6075,"Bay Area","Percent impervious surface cover","population-weighted","AIAN","2011",77.8611113,NA,NA,NA,1828
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","area-weighted","Total","2016",6.31013935720717,NA,NA,NA,NA
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","area-weighted","Total","2011",6.2325815,NA,NA,NA,NA
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","AIAN","2016",49.8773907485431,NA,NA,NA,3179
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","Asian","2016",55.8684856592984,NA,NA,NA,94547
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","AfricanAm","2016",55.3411509572603,NA,NA,NA,48540
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","Latino","2016",51.8270895161538,NA,NA,NA,266341
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","NHOPI","2016",54.2414499709313,NA,NA,NA,3248
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","White","2016",47.0396429967676,NA,NA,NA,245919
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","Multiple","2016",53.2987679145121,NA,NA,NA,22149
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","Other","2016",46.9551632017258,NA,NA,NA,1383
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","Total","2016",50.9557154699237,NA,NA,NA,685306
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","Total","2011",50.6850247,NA,NA,NA,685306
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","Other","2011",46.7721505,NA,NA,NA,1383
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","Multiple","2011",52.9463389,NA,NA,NA,22149
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","White","2011",46.7533997,NA,NA,NA,245919
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","NHOPI","2011",53.7880998,NA,NA,NA,3248
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","Latino","2011",51.6761833,NA,NA,NA,266341
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","AfricanAm","2011",55.0548452,NA,NA,NA,48540
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","Asian","2011",55.3315093,NA,NA,NA,94547
"San Joaquin",6077,"Northern Central Valley","Percent impervious surface cover","population-weighted","AIAN","2011",49.5860531,NA,NA,NA,3179
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","area-weighted","Total","2016",0.891693693984976,NA,NA,NA,NA
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","area-weighted","Total","2011",0.8956888,NA,NA,NA,NA
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","AIAN","2016",28.1470852839656,NA,NA,NA,1367
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","Asian","2016",32.6410077551242,NA,NA,NA,8106
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","AfricanAm","2016",28.8256200866208,NA,NA,NA,5128
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","Latino","2016",34.1631653313271,NA,NA,NA,55973
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","NHOPI","2016",33.8933996917816,NA,NA,NA,346
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","White","2016",28.4597173028743,NA,NA,NA,191696
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","Multiple","2016",30.4970176496029,NA,NA,NA,6237
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","Other","2016",26.0139109142034,NA,NA,NA,784
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","Total","2016",29.821656549071,NA,NA,NA,269637
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","Total","2011",29.7571133,NA,NA,NA,269637
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","Other","2011",25.8352289,NA,NA,NA,784
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","Multiple","2011",30.4705382,NA,NA,NA,6237
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","White","2011",28.4119706,NA,NA,NA,191696
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","NHOPI","2011",33.9034866,NA,NA,NA,346
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","Latino","2011",34.0703378,NA,NA,NA,55973
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","AfricanAm","2011",28.4483374,NA,NA,NA,5128
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","Asian","2011",32.5415081,NA,NA,NA,8106
"San Luis Obispo",6079,"Central Coast","Percent impervious surface cover","population-weighted","AIAN","2011",28.1368874,NA,NA,NA,1367
"San Mateo",6081,"Bay Area","Percent impervious surface cover","area-weighted","Total","2016",12.1853419314441,NA,NA,NA,NA
"San Mateo",6081,"Bay Area","Percent impervious surface cover","area-weighted","Total","2011",12.552227,NA,NA,NA,NA
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","AIAN","2016",53.1933422199109,NA,NA,NA,1125
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","Asian","2016",53.8970845375902,NA,NA,NA,175934
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","AfricanAm","2016",55.7402605491527,NA,NA,NA,18763
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","Latino","2016",58.484977928397,NA,NA,NA,182502
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","NHOPI","2016",57.0975415075645,NA,NA,NA,9884
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","White","2016",43.3995172221248,NA,NA,NA,303609
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","Multiple","2016",48.9107661375341,NA,NA,NA,23925
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","Other","2016",53.6284047057542,NA,NA,NA,2709
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","Total","2016",50.5501040576084,NA,NA,NA,718451
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","Total","2011",50.5242247,NA,NA,NA,718451
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","Other","2011",53.4505576,NA,NA,NA,2709
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","Multiple","2011",48.8883733,NA,NA,NA,23925
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","White","2011",43.3504213,NA,NA,NA,303609
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","NHOPI","2011",57.3221682,NA,NA,NA,9884
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","Latino","2011",58.517195,NA,NA,NA,182502
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","AfricanAm","2011",55.6985395,NA,NA,NA,18763
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","Asian","2011",53.8391189,NA,NA,NA,175934
"San Mateo",6081,"Bay Area","Percent impervious surface cover","population-weighted","AIAN","2011",53.1838814,NA,NA,NA,1125
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","area-weighted","Total","2016",1.33414827549033,NA,NA,NA,NA
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","area-weighted","Total","2011",1.3836311,NA,NA,NA,NA
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","AIAN","2016",38.6938003725786,NA,NA,NA,1843
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","Asian","2016",41.9215856503768,NA,NA,NA,19591
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","AfricanAm","2016",42.6558417555758,NA,NA,NA,7242
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","Latino","2016",46.2808858223605,NA,NA,NA,181687
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","NHOPI","2016",39.8062989409724,NA,NA,NA,680
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","White","2016",34.5291131298367,NA,NA,NA,203122
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","Multiple","2016",39.5726806656746,NA,NA,NA,8940
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","Other","2016",41.8419613293725,NA,NA,NA,790
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","Total","2016",40.1929457853974,NA,NA,NA,423895
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","Total","2011",40.1709467,NA,NA,NA,423895
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","Other","2011",41.752888,NA,NA,NA,790
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","Multiple","2011",39.502667,NA,NA,NA,8940
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","White","2011",34.566998,NA,NA,NA,203122
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","NHOPI","2011",39.6929025,NA,NA,NA,680
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","Latino","2011",46.1889055,NA,NA,NA,181687
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","AfricanAm","2011",42.5315173,NA,NA,NA,7242
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","Asian","2011",42.0030682,NA,NA,NA,19591
"Santa Barbara",6083,"Central Coast","Percent impervious surface cover","population-weighted","AIAN","2011",38.4988075,NA,NA,NA,1843
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","area-weighted","Total","2016",11.552170892774,NA,NA,NA,NA
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","area-weighted","Total","2011",11.9478626,NA,NA,NA,NA
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","AIAN","2016",54.4890028967044,NA,NA,NA,4042
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","Asian","2016",55.7058924255546,NA,NA,NA,565466
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","AfricanAm","2016",57.8812768658506,NA,NA,NA,42331
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","Latino","2016",57.5911531498018,NA,NA,NA,479210
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","NHOPI","2016",56.9449209652597,NA,NA,NA,6252
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","White","2016",48.6900183687187,NA,NA,NA,626909
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","Multiple","2016",52.3310411750689,NA,NA,NA,53555
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","Other","2016",52.5145465757275,NA,NA,NA,3877
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","Total","2016",53.6892722756066,NA,NA,NA,1781642
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","Total","2011",54.0704042,NA,NA,NA,1781642
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","Other","2011",53.3184742,NA,NA,NA,3877
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","Multiple","2011",52.8435402,NA,NA,NA,53555
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","White","2011",49.0860152,NA,NA,NA,626909
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","NHOPI","2011",57.4591789,NA,NA,NA,6252
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","Latino","2011",57.8613162,NA,NA,NA,479210
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","AfricanAm","2011",58.6561707,NA,NA,NA,42331
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","Asian","2011",56.1167107,NA,NA,NA,565466
"Santa Clara",6085,"Bay Area","Percent impervious surface cover","population-weighted","AIAN","2011",54.963488,NA,NA,NA,4042
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","area-weighted","Total","2016",4.19078411230402,NA,NA,NA,NA
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","area-weighted","Total","2011",4.7280459,NA,NA,NA,NA
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","AIAN","2016",38.8012257117205,NA,NA,NA,978
